"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Visibility_MeanRatio","Item_Type_Combined","Outlet_Years"
"NCO29",13.1717394366197,"Non-Edible",0.032099989,"Health and Hygiene",164.1526,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2960.1468,0.655625500232347,"Non-Consumable",28
"FDT26",18.85,"Regular",0.06823032,"Dairy",121.044,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1557.972,0.337120683738054,"Food",4
"FDI21",5.59,"Regular",0.056592115,"Snack Foods",65.0168,"OUT035",2004,"Small","Tier 2","Supermarket Type1",447.4176,0.373378423430312,"Food",9
"NCI55",18.6,"Non-Edible",0.012643035,"Household",119.8414,"OUT013",1987,"High","Tier 3","Supermarket Type1",365.5242,1.81125337281801,"Non-Consumable",26
"FDZ04",9.31,"Low Fat",0.063529046,"Frozen Foods",63.751,"OUT010",1998,"Small","Tier 3","Grocery Store",126.502,0.359305426513563,"Food",15
"FDL27",6.17,"Low Fat",0.010630949,"Meat",65.9826,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1162.4868,1.98759550529852,"Food",16
"FDS45",5.175,"Regular",0.029490377,"Snack Foods",107.6622,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2858.2794,0.377848342651634,"Food",9
"NCG43",13.3379766536965,"Non-Edible",0.129983688,"Household",93.0462,"OUT019",1985,"Small","Tier 1","Grocery Store",185.0924,0.18866082320569,"Non-Consumable",28
"FDU28",19.2,"Regular",0.094300933,"Frozen Foods",187.5214,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1695.7926,0.171058741983771,"Food",4
"FDO20",12.85,"Regular",0.152001201,"Fruits and Vegetables",252.3382,"OUT013",1987,"High","Tier 3","Supermarket Type1",6056.1168,0.138899571985196,"Food",26
"NCG55",16.25,"Non-Edible",0.039113587,"Household",116.0176,"OUT013",1987,"High","Tier 3","Supermarket Type1",1488.7288,0.428031328878133,"Non-Consumable",26
"NCM42",6.13,"Non-Edible",0.02848169,"Household",110.4912,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1310.2944,0.63279357244273,"Non-Consumable",6
"NCG07",12.3,"Non-Edible",0.05271592,"Household",189.653,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",569.259,1.14552597337604,"Non-Consumable",4
"NCQ29",13.1717394366197,"Non-Edible",0.182493512,"Health and Hygiene",258.8278,"OUT019",1985,"Small","Tier 1","Grocery Store",1041.3112,0.138799643400614,"Non-Consumable",28
"NCV05",10.1,"Non-Edible",0.050562853,"Health and Hygiene",153.3656,"OUT010",1998,"Small","Tier 3","Grocery Store",463.3968,0.654838841649709,"Non-Consumable",15
"NCO02",11.15,"Non-Edible",0.07366703,"Others",66.2142,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",131.8284,0.811993211641781,"Non-Consumable",4
"FDH19",19.35,"Low Fat",0.03322326,"Meat",172.0738,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3301.7022,0.355138125293536,"Food",4
"DRG13",17.25,"Low Fat",0.037396492,"Soft Drinks",165.6526,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1808.9786,0.568368134537681,"Drinks",6
"FDI57",19.85,"Low Fat",0.054015429,"Seafood",196.3768,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4138.6128,1.20589526029525,"Food",9
"FDX51",9.5,"Regular",0.02210346,"Meat",194.7452,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1370.2164,0.618234820658444,"Food",11
"FDW33",9.395,"Low Fat",0.099274694,"Snack Foods",104.528,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",852.224,0.194311624443875,"Food",14
"DRE12",4.59,"Low Fat",0.070721656,"Soft Drinks",113.286,"OUT013",1987,"High","Tier 3","Supermarket Type1",1471.418,0.207096293378106,"Drinks",26
"FDY31",5.98,"Low Fat",0.043554614,"Fruits and Vegetables",148.2418,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2354.2688,0.460424668935718,"Food",9
"FDR31",6.46,"Regular",0.04923932,"Fruits and Vegetables",144.4102,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4374.306,0.402370730567475,"Food",14
"FDS55",7.02,"Low Fat",0.08114883,"Fruits and Vegetables",146.8734,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3563.3616,0.155990401555539,"Food",9
"DRL60",8.52,"Low Fat",0.027054244,"Soft Drinks",151.5682,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3506.7686,0.741237450981865,"Drinks",9
"FDW55",12.6,"Regular",0.036773101,"Fruits and Vegetables",250.3092,"OUT010",1998,"Small","Tier 3","Grocery Store",249.0092,0.686060641867714,"Food",15
"FDT11",5.94,"Regular",0.049163321,"Breads",186.4556,"OUT010",1998,"Small","Tier 3","Grocery Store",563.2668,0.682866700350789,"Food",15
"FDO50",16.25,"Low Fat",0.078168739,"Canned",91.3804,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1653.8472,0.169537103362316,"Food",16
"FDD28",10.695,"Low Fat",0.05337973,"Frozen Foods",56.7904,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1113.2176,0.310691074651717,"Food",14
"FDN28",5.88,"Regular",0.030418998,"Frozen Foods",103.099,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1341.587,0.553575023982536,"Food",6
"FDS35",9.3,"Low Fat",0.111673587,"Breads",65.7826,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",968.739,0.131775108624316,"Food",4
"FDB38",19.5,"Regular",0.027341529,"Canned",158.292,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3994.8,0.556231923514802,"Food",9
"FDT07",5.82,"Regular",0.077634044,"Fruits and Vegetables",256.433,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3844.995,1.50614613798373,"Food",4
"FDC53",8.68,"Low Fat",0.008835694,"Frozen Foods",96.5384,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1182.4608,1.659238127791,"Food",16
"NCT41",15.7,"Non-Edible",0.055990291,"Health and Hygiene",153.2024,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3795.06,0.269086202333447,"Non-Consumable",16
"FDR40",12.5693234042553,"Regular",0.00799548,"Frozen Foods",78.5618,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2255.7304,2.15158772759622,"Food",28
"FDH32",12.8,"Low Fat",0.076369874,"Fruits and Vegetables",97.241,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1448.115,0.260225960303967,"Food",4
"FDN60",15.1,"Low Fat",0.095351065,"Baking Goods",158.6604,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2535.3664,0.14218189042131,"Food",11
"FDR33",7.31,"Low Fat",0.026783871,"Snack Foods",108.157,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1098.57,0.748719949804052,"Food",9
"FDB59",12.8657320024198,"Low Fat",0.01520491,"Snack Foods",197.2084,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4166.5764,0.995289367307588,"Food",28
"FDS07",12.35,"Low Fat",0.099757833,"Fruits and Vegetables",113.9518,"OUT046",1997,"Small","Tier 1","Supermarket Type1",910.8144,0.191799414963763,"Food",16
"FDD02",16.6,"Low Fat",0.052977110625,"Canned",117.3124,"OUT013",1987,"High","Tier 3","Supermarket Type1",2014.7108,0.432825851192786,"Food",26
"FDH05",14.35,"Regular",0.090896452,"Frozen Foods",231.2984,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6024.1584,0.666800664653256,"Food",9
"FDR04",7.075,"Low Fat",0.022602061,"Frozen Foods",98.1068,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1458.102,2.66411057802384,"Food",14
"DRJ47",18.25,"Low Fat",0.044250304,"Hard Drinks",174.708,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2423.512,0.447115867035123,"Drinks",16
"FDW50",13.1,"Low Fat",0.075885921,"Dairy",165.1158,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1504.0422,0.17901700628459,"Food",4
"NCJ17",7.68,"Non-Edible",0.153177941,"Health and Hygiene",85.2224,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1278.336,0.108969448230009,"Non-Consumable",4
"FDH60",19.7,"Regular",0.0894420634285714,"Baking Goods",197.911,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1767.699,0.256365541234543,"Food",11
"DRL60",8.52,"Low Fat",0.027114238,"Soft Drinks",151.9682,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1677.1502,0.474218393033551,"Drinks",11
"FDS32",17.75,"Regular",0.049634572,"Fruits and Vegetables",140.2838,"OUT010",1998,"Small","Tier 3","Grocery Store",280.9676,0.419857992159761,"Food",15
"FDM58",12.8657320024198,"Regular",0.0760759165714286,"Snack Foods",112.2544,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3914.904,0.19283031338255,"Food",28
"FDK10",5.785,"Regular",0.040587146,"Snack Foods",180.366,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1258.362,0.414889914027384,"Food",6
"NCS30",5.945,"Non-Edible",0.093008616,"Household",127.8652,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2195.8084,0.646397271917658,"Non-Consumable",9
"FDY15",18.25,"Regular",0.17179432,"Dairy",154.663,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2659.871,0.123796892861428,"Food",6
"FDC53",8.68,"Low Fat",0.008828341,"Frozen Foods",99.9384,"OUT013",1987,"High","Tier 3","Supermarket Type1",689.7688,2.27004371726404,"Food",26
"FDK45",11.65,"Low Fat",0.033858187,"Seafood",113.386,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2603.278,1.77630482934945,"Food",16
"FDH26",19.25,"Regular",0.034841089,"Canned",141.1496,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",282.2992,1.7332252768906,"Food",4
"NCW06",16.2,"Non-Edible",0.08425957,"Household",192.3162,"OUT010",1998,"Small","Tier 3","Grocery Store",769.6648,0.306801551505527,"Non-Consumable",15
"FDV37",13,"Regular",0.083444376,"Canned",195.8426,"OUT013",1987,"High","Tier 3","Supermarket Type1",4152.5946,0.163295875462364,"Food",26
"FDB52",17.75,"Low Fat",0.030497325,"Dairy",256.9672,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1534.0032,0.69484356362447,"Food",11
"FDF41",12.15,"Low Fat",0.131179812,"Frozen Foods",245.246,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3202.498,0.434830653206002,"Food",16
"FDA39",6.32,"Low Fat",0.012737719,"Meat",38.5822,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",353.5398,10.3906237202529,"Food",14
"FDE56",17.25,"Regular",0.159165324,"Fruits and Vegetables",63.4194,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1547.985,0.110638432782494,"Food",9
"FDC56",7.72,"Low Fat",0.122015744,"Fruits and Vegetables",121.744,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2277.036,0.128214448663984,"Food",4
"FDT26",18.85,"Regular",0.068091318,"Dairy",120.644,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3475.476,0.215678294032317,"Food",11
"FDR21",19.7,"Low Fat",0.067314073,"Snack Foods",175.137,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2822.992,0.191707752762842,"Food",6
"FDC14",14.5,"Regular",0.041249072,"Canned",40.5454,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1216.4166,0.266582805573088,"Food",16
"FDI32",17.7,"Low Fat",0.174340475,"Fruits and Vegetables",116.6834,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3570.6854,0.12555545051404,"Food",9
"FDI02",15.7,"Regular",0.11454343,"Canned",113.7202,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3263.0858,0.146156944394852,"Food",9
"FDE22",9.695,"Low Fat",0.029693277,"Snack Foods",159.792,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2716.464,0.678238267437951,"Food",4
"FDW26",11.8,"Regular",0.107057186,"Dairy",224.1772,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3558.0352,1.04151395959386,"Food",16
"FDA36",12.2752111111111,"Low Fat",0.009921107,"Baking Goods",183.6924,"OUT019",1985,"Small","Tier 1","Grocery Store",555.2772,2.72795636562532,"Food",28
"NCS06",13.3379766536965,"Non-Edible",0.031583053,"Household",260.991,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7100.757,0.47927318039414,"Non-Consumable",28
"NCX05",15.2,"Non-Edible",0.097043739,"Health and Hygiene",116.8492,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2664.5316,0.58767539294176,"Non-Consumable",9
"FDU19",8.77,"Regular",0.046762633,"Fruits and Vegetables",170.8422,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1724.422,0.489673837903702,"Food",9
"FDA49",19.7,"Low Fat",0.064909488,"Canned",88.5198,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1308.297,0.197654000888086,"Food",9
"NCZ42",10.5,"Non-Edible",0.011305479,"Household",235.5248,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4740.496,1.1870729681912,"Non-Consumable",14
"FDX32",15.1,"Regular",0.108272079333333,"Fruits and Vegetables",146.2786,"OUT010",1998,"Small","Tier 3","Grocery Store",433.4358,0.135489619518344,"Food",15
"FDR01",5.405,"Regular",0.053576661,"Canned",200.5742,"OUT013",1987,"High","Tier 3","Supermarket Type1",2388.8904,1.12161547340029,"Food",26
"FDQ15",20.35,"Regular",0.150947728,"Meat",81.0276,"OUT013",1987,"High","Tier 3","Supermarket Type1",1868.2348,0.139868960940632,"Food",26
"FDQ14",13.2383581296493,"Low Fat",0.10818157,"Dairy",149.605,"OUT019",1985,"Small","Tier 1","Grocery Store",449.415,0.204869796359484,"Food",28
"FDS56",5.785,"Regular",0.038749536,"Fruits and Vegetables",262.0252,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4459.5284,0.351872410602213,"Food",9
"DRJ24",11.8,"Low Fat",0.113790879,"Soft Drinks",185.3924,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",370.1848,0.0983417783973957,"Drinks",4
"FDG52",12.5693234042553,"Low Fat",0.065313024,"Frozen Foods",47.1402,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1516.0266,0.34905131475823,"Food",28
"FDF59",12.5,"Low Fat",0.0825358546666667,"Starchy Foods",127.102,"OUT017",2007,"Small","Tier 2","Supermarket Type1",253.004,0.20306417214298,"Food",6
"DRM49",6.11,"Regular",0.152813518,"Soft Drinks",45.6086,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1025.9978,0.150773069509214,"Drinks",6
"NCP02",7.105,"Non-Edible",0.044771473,"Household",58.2562,"OUT013",1987,"High","Tier 3","Supermarket Type1",592.562,0.44762252697935,"Non-Consumable",26
"FDW13",8.5,"Low Fat",0.098083231,"Canned",50.3324,"OUT045",2002,"Small","Tier 2","Supermarket Type1",675.1212,0.582736554531544,"Food",11
"FDV12",16.7,"Regular",0.06121901,"Baking Goods",100.0384,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1970.768,0.361124665091292,"Food",6
"FDH14",17.1,"Regular",0.047073322,"Canned",138.6838,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2950.1598,0.274138923624922,"Food",6
"FDQ20",8.325,"Low Fat",0.029953314,"Fruits and Vegetables",39.5138,"OUT017",2007,"Small","Tier 2","Supermarket Type1",568.5932,0.523108832700972,"Food",6
"FDT45",15.85,"Low Fat",0.06219995925,"Snack Foods",55.1956,"OUT013",1987,"High","Tier 3","Supermarket Type1",1255.6988,0.368647556630031,"Food",26
"NCM26",13.9157236842105,"Non-Edible",0.040520754,"Others",153.934,"OUT019",1985,"Small","Tier 1","Grocery Store",153.134,1.01859564894622,"Non-Consumable",28
"FDJ22",12.8657320024198,"Low Fat",0.052554508,"Snack Foods",190.3504,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1917.504,0.25619567058285,"Food",28
"FDD29",12.15,"Low Fat",0.018514652,"Frozen Foods",252.7698,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5834.4054,3.29275299229909,"Food",6
"FDA13",15.85,"Low Fat",0.07871426,"Canned",37.2506,"OUT045",2002,"Small","Tier 2","Supermarket Type1",493.3578,0.72612871094783,"Food",11
"FDV47",17.1,"Low Fat",0.054197299,"Breads",83.5566,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1860.2452,0.282463589041047,"Food",9
"FDS57",15.5,"Low Fat",0.103442268,"Snack Foods",144.847,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2433.499,0.129620658247073,"Food",16
"DRG36",14.15,"Low Fat",0.095360186,"Soft Drinks",172.3106,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3251.1014,0.240186201144096,"Drinks",9
"FDK38",12.3408296213808,"Low Fat",0.053031857,"Canned",149.1734,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4454.202,0.284345463894688,"Food",28
"DRJ49",6.865,"Low Fat",0.013990601,"Soft Drinks",127.6652,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2841.6344,1.19631067474088,"Drinks",9
"FDR37",16.5,"Regular",0.066237024,"Breakfast",183.1292,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6385.022,0.22872224060954,"Food",9
"NCS53",14.5,"Non-Edible",0.089761211,"Health and Hygiene",159.4604,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2376.906,0.130889008270606,"Non-Consumable",9
"FDR22",19.35,"Regular",0.01863822,"Snack Foods",110.2544,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1677.816,0.839360268107965,"Food",4
"NCP42",8.51,"Non-Edible",0.016176344,"Household",192.1478,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1937.478,1.31266552011557,"Non-Consumable",4
"FDK38",6.65,"Low Fat",0.089196394,"Canned",147.0734,"OUT010",1998,"Small","Tier 3","Grocery Store",296.9468,1.26397224870762,"Food",15
"NCC43",7.39,"Non-Edible",0.092782895,"Household",252.6066,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2259.0594,0.180498213527243,"Non-Consumable",16
"FDH57",10.895,"Low Fat",0.0358031,"Fruits and Vegetables",130.3284,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2504.7396,0.56108535845249,"Food",14
"FDQ25",8.63,"Regular",0.028271345,"Canned",170.5422,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2069.3064,0.551009014852892,"Food",9
"FDA11",7.75,"Low Fat",0.043238822,"Baking Goods",92.5436,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1701.7848,0.35404781106471,"Food",16
"FDG31",12.15,"Low Fat",0.037955309,"Meat",62.8826,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",710.4086,0.371066970438661,"Food",14
"FDW28",18.25,"Low Fat",0.089186083,"Frozen Foods",194.3452,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4502.1396,0.152194506124581,"Food",4
"FDV14",19.85,"Low Fat",0.044566659,"Dairy",88.5856,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",703.0848,0.344120325424574,"Food",14
"FDB60",9.3,"Low Fat",0.028638276,"Baking Goods",195.8136,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2138.5496,0.4498985449751,"Food",4
"FDU43",13.1944061187762,"Regular",0.057762301,"Fruits and Vegetables",237.3564,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2145.2076,0.252509218048088,"Food",28
"DRH11",5.98,"Low Fat",0.075711199,"Hard Drinks",55.6614,"OUT045",2002,"Small","Tier 2","Supermarket Type1",331.5684,0.282119141384641,"Drinks",11
"FDC48",12.2752111111111,"Low Fat",0.027767577,"Baking Goods",82.1592,"OUT019",1985,"Small","Tier 1","Grocery Store",412.796,0.974674416004377,"Food",28
"DRK39",7.02,"Low Fat",0.049865399,"Dairy",82.925,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1165.15,0.479258497607128,"Drinks",16
"FDB20",7.72,"Low Fat",0.052061483,"Fruits and Vegetables",76.7986,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1324.2762,0.282037938597701,"Food",14
"FDE51",5.925,"Regular",0.096387053,"Dairy",45.6086,"OUT013",1987,"High","Tier 3","Supermarket Type1",356.8688,0.58340915888002,"Food",26
"FDX36",9.695,"Regular",0.128176489,"Baking Goods",224.8404,"OUT013",1987,"High","Tier 3","Supermarket Type1",3600.6464,0.444648903065951,"Food",26
"NCT29",12.6,"Non-Edible",0.064110725,"Health and Hygiene",122.3414,"OUT046",1997,"Small","Tier 1","Supermarket Type1",243.6828,0.326904222503292,"Non-Consumable",16
"FDU45",15.6,"Regular",0.035561344,"Snack Foods",112.1518,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1821.6288,0.564899774109692,"Food",14
"FDF56",16.7,"Regular",0.119647957,"Fruits and Vegetables",180.9976,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4165.2448,0.0932930669473965,"Food",14
"FDW07",18,"Regular",0.238831875,"Fruits and Vegetables",88.2514,"OUT010",1998,"Small","Tier 3","Grocery Store",88.5514,0.424849446099771,"Food",15
"FDR52",12.5693234042553,"Regular",0.075676339,"Frozen Foods",190.4846,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",8789.8916,0.146558717399027,"Food",28
"FDB45",20.85,"Low Fat",0.021416681,"Fruits and Vegetables",104.6306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1149.8366,2.819645822653,"Food",4
"NCT42",13.3379766536965,"Non-Edible",0.024766802,"Household",151.0392,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3281.0624,0.543640534064562,"Non-Consumable",28
"FDP52",18.7,"Regular",0.070691729,"Frozen Foods",230.201,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5742.525,0.214032218017292,"Food",16
"FDI50",12.3408296213808,"Regular",0.030693309,"Canned",228.0352,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",10306.584,0.679061898220414,"Food",28
"FDU48",18.85,"Low Fat",0.055671582,"Baking Goods",133.3284,"OUT017",2007,"Small","Tier 2","Supermarket Type1",263.6568,0.264828938399838,"Food",6
"FDS43",11.65,"Low Fat",0.040507228,"Fruits and Vegetables",186.924,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2237.088,0.413609434876667,"Food",9
"NCM41",16.5,"Non-Edible",0.035626319,"Health and Hygiene",93.112,"OUT013",1987,"High","Tier 3","Supermarket Type1",932.12,0.642487613704158,"Non-Consumable",26
"FDP37",15.6,"Low Fat",0.143688905,"Breakfast",128.1994,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2184.4898,0.10244521602163,"Food",4
"FDJ44",12.3,"Regular",0.106542886,"Fruits and Vegetables",173.2396,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3139.9128,1.11448508113409,"Food",11
"FDY38",13.2383581296493,"Regular",0.208662546,"Dairy",231.83,"OUT019",1985,"Small","Tier 1","Grocery Store",466.06,0.112372813181231,"Food",28
"FDC20",10.65,"Low Fat",0.024107056,"Fruits and Vegetables",56.6272,"OUT017",2007,"Small","Tier 2","Supermarket Type1",447.4176,2.34682910448736,"Food",6
"FDF02",16.2,"Low Fat",0.104058452,"Canned",102.499,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2063.98,0.171674387604869,"Food",6
"FDX38",10.5,"Regular",0.048403392,"Dairy",48.2376,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",527.3136,0.45574015206826,"Food",4
"FDN50",12.3408296213808,"Regular",0.026391403,"Canned",92.812,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2609.936,0.647634887774534,"Food",28
"FDA07",7.55,"Regular",0.031007381,"Fruits and Vegetables",123.4072,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2082.6224,0.414677719302138,"Food",11
"FDT49",12.3408296213808,"Low Fat",0.150672399,"Canned",104.728,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2450.144,0.139587127770702,"Food",28
"FDA09",13.35,"Regular",0.149598628,"Snack Foods",179.466,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3775.086,0.116316669172494,"Food",14
"FDV43",16,"Low Fat",0.077290355,"Fruits and Vegetables",44.5086,"OUT017",2007,"Small","Tier 2","Supermarket Type1",713.7376,0.201125780652277,"Food",6
"FDK58",12.8657320024198,"Regular",0.078758649,"Snack Foods",103.0016,"OUT019",1985,"Small","Tier 1","Grocery Store",202.4032,0.255553712117028,"Food",28
"FDL22",16.85,"Low Fat",0.036359891,"Snack Foods",90.7488,"OUT013",1987,"High","Tier 3","Supermarket Type1",2263.72,0.371796952388655,"Food",26
"FDP56",8.185,"Low Fat",0.046747071,"Fruits and Vegetables",49.9692,"OUT017",2007,"Small","Tier 2","Supermarket Type1",837.5764,0.288261675790356,"Food",6
"DRL47",19.7,"Low Fat",0.042401112125,"Hard Drinks",125.9362,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1635.8706,0.345975426071052,"Drinks",14
"NCT17",10.8,"Non-Edible",0.041865848,"Health and Hygiene",189.7214,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5841.0634,0.547101553112347,"Non-Consumable",16
"FDR12",12.6,"Regular",0.031713126,"Baking Goods",172.5764,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1030.6584,1.80882990104761,"Food",6
"FDD39",16.7,"Low Fat",0.07044068,"Dairy",216.885,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",6275.165,0.301446966793999,"Food",4
"FDG04",13.1,"Low Fat",0.006087409,"Frozen Foods",185.0898,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1870.898,2.93269818563243,"Food",4
"FDV19",14.85,"Regular",0.035456465,"Fruits and Vegetables",162.2578,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3690.5294,0.36395703118259,"Food",6
"FDS55",13.1944061187762,"Low Fat",0.142107998,"Fruits and Vegetables",150.3734,"OUT019",1985,"Small","Tier 1","Grocery Store",296.9468,0.693408419217774,"Food",28
"FDM50",13,"Regular",0.030064132,"Canned",58.022,"OUT013",1987,"High","Tier 3","Supermarket Type1",898.83,0.568776770763503,"Food",26
"DRF13",12.1,"Low Fat",0.029781363,"Soft Drinks",146.9444,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1596.5884,0.513995498488357,"Drinks",16
"FDJ48",11.3,"Low Fat",0.056387854,"Baking Goods",245.4118,"OUT013",1987,"High","Tier 3","Supermarket Type1",6669.3186,1.06506498550512,"Food",26
"FDM20",10,"Low Fat",0.038653608,"Fruits and Vegetables",245.4144,"OUT013",1987,"High","Tier 3","Supermarket Type1",7105.4176,0.50268434468411,"Food",26
"FDP24",20.6,"Low Fat",0.083172413,"Baking Goods",121.0756,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1696.4584,0.724312812610127,"Food",11
"FDC16",11.5,"Regular",0.020565921,"Dairy",86.054,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1384.864,1.11354884712734,"Food",9
"NCB42",11.8,"Non-Edible",0.008609602,"Health and Hygiene",114.8492,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1390.1904,2.6758627192535,"Non-Consumable",6
"FDN01",8.895,"Low Fat",0.121180705,"Breakfast",177.037,"OUT010",1998,"Small","Tier 3","Grocery Store",176.437,0.763932036004938,"Food",15
"FDT34",9.3,"Low Fat",0.174703862,"Snack Foods",104.0964,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1788.3388,0.35849582061764,"Food",11
